A.1. biomass,,,"1,632,508 ","1,754,849 ","1,668,057 ","1,834,527 ","2,094,881 ","2,196,419 ","1,841,593 ","1,518,580 ","1,600,730 ","1,624,698 ","1,548,275 ","1,658,925 ","1,896,308 ","1,978,339 ","2,039,916 ","2,020,114 ","2,418,610 ","2,647,411 ","2,721,432 ","2,512,153 ","2,475,757 ","1,782,281 ","1,828,096 ","2,559,688 ","2,703,538 ","2,667,241 ","2,611,893 ","2,730,666 ","2,489,055 ","2,505,990 ","2,052,755 ","2,558,541 ","2,696,610 ","2,549,410 ","2,576,541 ","3,049,610 ","3,197,346 ","2,681,913 ","2,724,982 ","2,931,602 ","2,938,093 ","3,051,311 ","2,927,835 ","2,638,946 ","2,588,544 ","2,267,215 ","2,352,480 ","2,236,582 "
"B.1.6. Fish capture, crustaceans, molluscs and aquatic invertebrates primary and processed",,,, 434 , 629 , 224 , 52 , 24 , 210 , 28 , 337 , 67 , 219 ," 1,277 "," 1,699 "," 4,381 "," 2,783 ", 217 , 89 , 675 , 335 , 202 , 247 ," 1,338 "," 1,319 "," 3,239 "," 4,403 ", 826 ," 1,526 "," 4,237 "," 8,775 "," 12,647 "," 10,606 "," 10,267 "," 19,644 "," 21,707 "," 27,567 "," 27,415 "," 54,884 "," 245,410 "," 138,545 "," 161,740 "," 169,938 "," 175,533 "," 234,425 "," 217,799 "," 200,943 "," 140,909 "," 122,608 "," 131,759 "
B.1.7. n.a.,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"B.1.8. Live animals other than in B 1.6., meat and meat products",,,, 500 , 875 ," 1,041 "," 1,261 ", 918 ," 1,216 "," 1,241 "," 1,067 "," 1,148 ", 996 ," 1,300 "," 1,244 "," 1,205 "," 1,287 "," 1,296 "," 1,959 "," 1,922 "," 1,975 "," 2,441 "," 3,289 "," 3,002 "," 3,155 "," 3,230 "," 3,341 "," 2,994 "," 2,993 "," 2,106 "," 2,125 "," 1,920 "," 1,995 "," 1,810 "," 1,746 "," 1,687 "," 2,058 "," 2,757 "," 3,524 "," 2,768 "," 2,446 "," 3,122 "," 2,668 "," 2,823 "," 2,787 "," 2,609 "," 2,760 "," 3,723 "," 3,781 "," 3,846 "
B.1.8.1. Live animals other than in B 1.6.,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
B.1.8.2. Meat and meat preparations,,,, 21 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 16 , 6 , -   , 1 , -   , -   , -   , 1 , 1 , 3 , -   , -   , 1 , -   , -   , 2 , 1 , 1 , 2 , 7 , 5 , 7 , 5 , 21 , 53 , 77 , 121 , 111 , 155 , 97 , 223 , 194 , 288 , 307 , 963 ," 1,066 "," 1,204 "
"B.1.8.3. Dairy products, birds eggs, and honey",,,, 3 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , 7 , 7 , 1 , 2 , 5 , 9 , 14 , 16 , 11 , 33 , 19 , 7 , 8 , 13 , 12 , 9 , 28 , 44 , 48 , 122 , 122 , 102 , 88 , 222 , 300 , 308 , 290 , 348 , 775 , 540 , 403 , 446 , 422 , 574 , 670 , 713 , 584 
"B.1.8.4. Other products from animals (animal fibres, skins, furs, leather etc.)",,,, 476 , 875 ," 1,041 "," 1,261 ", 916 ," 1,215 "," 1,241 "," 1,067 "," 1,148 ", 996 ," 1,277 "," 1,231 "," 1,204 "," 1,284 "," 1,291 "," 1,950 "," 1,908 "," 1,958 "," 2,429 "," 3,253 "," 2,983 "," 3,148 "," 3,221 "," 3,328 "," 2,982 "," 2,982 "," 2,077 "," 2,080 "," 1,870 "," 1,866 "," 1,683 "," 1,637 "," 1,594 "," 1,815 "," 2,404 "," 3,139 "," 2,357 "," 1,987 "," 2,192 "," 2,031 "," 2,197 "," 2,147 "," 1,899 "," 1,879 "," 2,090 "," 2,002 "," 2,058 "
B.1.9. Products mainly from biomass,,,," 3,315 "," 3,116 "," 3,267 "," 3,275 "," 3,806 "," 3,660 "," 3,021 "," 3,434 "," 4,338 "," 4,169 "," 4,857 "," 4,880 "," 5,364 "," 5,211 "," 5,537 "," 5,866 "," 6,845 "," 7,057 "," 7,892 "," 8,868 "," 9,292 "," 9,061 "," 9,865 "," 11,243 "," 11,586 "," 15,055 "," 12,824 "," 14,652 "," 15,932 "," 16,446 "," 15,923 "," 14,393 "," 14,642 "," 16,305 "," 17,419 "," 18,278 "," 20,383 "," 22,967 "," 21,231 "," 21,610 "," 20,599 "," 21,757 "," 23,638 "," 25,420 "," 25,909 "," 28,309 "," 28,303 "
"B.2. Metal ores and concentrates, processed metals",,,," 45,602 "," 60,603 "," 59,502 "," 68,085 "," 66,109 "," 76,033 "," 71,696 "," 107,189 "," 145,687 "," 197,358 "," 158,319 "," 271,983 "," 359,370 "," 301,834 "," 242,405 "," 261,159 "," 280,387 "," 295,531 "," 309,607 "," 304,153 "," 277,525 "," 297,286 "," 308,696 "," 358,530 "," 314,549 "," 363,633 "," 354,483 "," 322,709 "," 322,807 "," 363,493 "," 382,693 "," 313,403 "," 329,956 "," 408,017 "," 424,553 "," 400,417 "," 675,196 "," 770,703 "," 737,418 "," 793,009 "," 844,783 "," 840,084 "," 938,362 "," 963,160 "," 1,259,872 "," 1,416,666 "," 2,318,787 "
"B.2.1. Iron ores and concentrates, iron and steel",,,," 21,049 "," 26,626 "," 25,471 "," 31,206 "," 29,272 "," 33,322 "," 29,512 "," 24,668 "," 30,507 "," 31,333 "," 32,435 "," 39,856 "," 46,627 "," 36,649 "," 35,992 "," 42,425 "," 44,367 "," 52,609 "," 58,184 "," 60,813 "," 55,319 "," 53,104 "," 56,973 "," 62,612 "," 66,250 "," 65,669 "," 71,484 "," 55,909 "," 52,579 "," 58,231 "," 52,273 "," 55,510 "," 48,324 "," 52,177 "," 69,389 "," 73,924 "," 78,172 "," 77,197 "," 93,192 "," 100,106 "," 77,922 "," 90,406 "," 119,167 "," 138,981 "," 149,472 "," 156,635 "," 135,999 "
"B.2.2. non-ferrous metal ores and concentrates, processed metals",,,," 1,225 "," 1,154 "," 1,126 "," 1,115 "," 1,162 ", 951 ," 1,258 "," 45,979 "," 59,837 "," 94,740 "," 60,707 "," 141,610 "," 200,081 "," 173,565 "," 135,720 "," 119,886 "," 148,282 "," 149,561 "," 152,571 "," 141,490 "," 122,703 "," 149,844 "," 156,925 "," 204,751 "," 148,497 "," 150,619 "," 147,445 "," 166,545 "," 165,843 "," 193,652 "," 212,425 "," 164,826 "," 175,982 "," 236,444 "," 213,979 "," 165,265 "," 387,248 "," 471,769 "," 414,910 "," 472,693 "," 552,091 "," 508,387 "," 539,338 "," 450,486 "," 690,649 "," 824,837 "," 1,627,958 "
B.2.2.1. Copper,,,, 288 , 276 , 224 , 265 , 236 , 235 , 142 , 112 , 136 , 194 , 153 , 137 , 119 , 127 , 153 , 227 , 156 , 160 , 185 , 194 , 207 , 165 , 216 , 202 , 223 , 222 , 618 , 551 , 534 , 347 , 413 , 258 , 197 , 204 , 241 , 250 , 308 , 259 , 311 , 264 , 338 , 309 , 425 ," 2,121 "," 4,901 ", 576 , 272 
B.2.2.2. Nickel,,,, 5 , 0 , 1 , 2 , 1 , 2 , 2 , 11 , 8 , 2 , 10 , 2 , 1 , 6 , 2 , 4 , 2 , 6 , 1 , 1 , 1 , 1 , 1 , 1 , 3 , 2 , 0 , 0 , 1 , 1 , 0 , 1 , 2 , 1 , 2 , 2 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1 , 1 , 14 , 11 
B.2.2.3. Lead,,,, 312 , 356 , 409 , 375 , 304 , 267 , 187 , 177 , 226 , 224 , 173 , 161 , 131 , 64 , 114 , 161 , 361 , 208 , 299 , 285 , 321 , 168 , 61 , 124 , 277 , 354 , 222 , 182 , 157 , 136 , 118 , 126 , 115 , 187 , 183 , 122 , 138 , 158 , 99 , 164 , 72 , 68 , 48 , 6 , 11 , 7 , 2 
B.2.2.4. Zinc,,,, 86 , 73 , 91 , 84 , 70 , 81 , 79 , 79 , 112 , 102 , 173 , 101 , 90 , 89 , 81 , 151 , 158 , 83 , 106 , 116 , 97 , 82 , 104 , 117 , 112 , 117 , 187 , 157 , 200 , 192 , 180 , 169 , 192 , 181 , 233 , 243 , 240 , 225 , 285 , 287 , 167 , 289 , 270 , 266 , 738 , 245 , 241 
B.2.2.5. Tin,,,, 56 , 20 , 15 , 18 , 17 , 14 , 15 , 13 , 12 , 15 , 16 , 12 , 10 , 10 , 12 , 11 , 8 , 9 , 11 , 9 , 9 , 6 , 8 , 9 , 10 , 5 , 4 , 4 , 32 , 7 , 3 , 3 , 4 , 4 , 4 , 4 , 4 , 4 , 4 , 3 , 3 , 3 , 96 , 105 , 12 , 2 , 1 
"B.2.2.6. Gold, silver, platinum and other precious metals",,,, 1 , 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 0 , 0 , 0 , 0 , -   , -   , -   , -   , -   , -   , -   , 0 , -   , 0 , 0 , -   , -   , -   , -   , 0 , -   , 0 , 0 , -   , 1 , 1 , 1 , 1 , 1 , 1 , 268 , 97 
B.2.2.7. Aluminium,,,, 473 , 423 , 382 , 365 , 482 , 334 , 830 ," 45,513 "," 59,301 "," 94,183 "," 59,984 "," 141,195 "," 199,725 "," 173,196 "," 135,338 "," 119,329 "," 147,579 "," 149,081 "," 151,954 "," 140,886 "," 122,039 "," 149,359 "," 156,231 "," 204,187 "," 147,606 "," 149,813 "," 146,293 "," 165,199 "," 164,582 "," 192,685 "," 211,576 "," 164,033 "," 175,177 "," 235,626 "," 213,011 "," 164,176 "," 386,074 "," 470,890 "," 414,019 "," 471,732 "," 551,280 "," 507,346 "," 538,082 "," 447,608 "," 684,659 "," 823,027 "," 1,626,171 "
B.2.2.8. Uranium and thorium,,,, -   , -   , -   , 0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 14 , -   
B.2.2.9. Other metals,,,, 4 , 5 , 4 , 5 , 53 , 17 , 2 , 75 , 44 , 20 , 199 , 2 , 7 , 75 , 19 , 5 , 17 , 14 , 16 , 0 , 30 , 63 , 303 , 111 , 265 , 106 , 121 , 451 , 338 , 285 , 134 , 236 , 295 , 241 , 304 , 467 , 482 , 232 , 191 , 241 , 230 , 371 , 416 , 379 , 326 , 683 ," 1,163 "
B.2.3. Products mainly from metals,,,," 23,328 "," 32,823 "," 32,905 "," 35,764 "," 35,674 "," 41,760 "," 40,926 "," 36,542 "," 55,343 "," 71,285 "," 65,177 "," 90,517 "," 112,662 "," 91,619 "," 70,694 "," 98,848 "," 87,739 "," 93,361 "," 98,852 "," 101,850 "," 99,503 "," 94,338 "," 94,798 "," 91,168 "," 99,803 "," 147,345 "," 135,553 "," 100,255 "," 104,386 "," 111,610 "," 117,995 "," 93,067 "," 105,649 "," 119,396 "," 141,184 "," 161,228 "," 209,777 "," 221,736 "," 229,315 "," 220,209 "," 214,769 "," 241,290 "," 279,857 "," 373,693 "," 419,752 "," 435,194 "," 554,829 "
B.3. Non metalic minerals primary and processed,,,," 95,312 "," 95,665 "," 103,639 "," 106,370 "," 99,023 "," 108,989 "," 152,613 "," 140,641 "," 103,706 "," 130,430 "," 142,739 "," 132,005 "," 168,849 "," 206,852 "," 133,143 "," 150,862 "," 141,259 "," 164,743 "," 239,313 "," 244,760 "," 230,705 "," 252,893 "," 221,973 "," 284,476 "," 274,187 "," 258,858 "," 248,504 "," 306,633 "," 283,156 "," 248,051 "," 227,339 "," 254,154 "," 300,112 "," 275,178 "," 329,669 "," 274,250 "," 351,243 "," 344,546 "," 506,795 "," 451,385 "," 423,048 "," 487,105 "," 594,026 "," 742,283 "," 949,272 "," 855,866 "," 697,199 "
B.3.1. Ornamental or building stone,,,, -   , 13 , 36 , 51 , 81 , 152 , 71 , 44 , 63 , 173 , 55 , 87 , 117 , 71 , 26 , 69 , 54 , 56 , 74 , 117 , 116 , 111 , 600 ," 1,097 ", 213 , 217 , 228 , 367 , 476 , 789 , 556 , 317 , 296 , 227 , 327 , 358 , 307 , 774 , 739 , 957 ," 1,043 ", 840 ," 1,159 "," 1,303 "," 1,186 ", 891 , 919 
"B.3.2. Limestone, gypsum, chalk, and dolomite",,,, 935 ," 4,612 "," 9,792 "," 4,184 "," 3,038 "," 4,947 "," 6,959 "," 6,297 "," 2,874 "," 6,079 "," 6,505 "," 9,167 "," 9,134 "," 11,166 "," 6,903 "," 9,037 "," 7,541 "," 3,577 "," 9,517 "," 8,382 "," 3,855 "," 8,269 "," 5,350 "," 7,385 "," 4,710 "," 6,835 "," 10,134 "," 5,752 "," 6,460 "," 6,219 "," 6,142 "," 3,650 "," 4,578 "," 4,618 "," 4,239 "," 6,405 "," 8,266 "," 9,324 "," 9,678 "," 9,010 "," 5,165 "," 9,026 "," 12,721 "," 11,816 "," 13,905 "," 17,157 "," 13,891 "
B.3.3. Slate,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
B.3.4. Gravel and sand,,,, 166 , 135 , 72 , 125 , 86 , 78 , 50 , 140 , 121 , 188 , 280 , 207 , 212 , 340 ," 3,143 ", 618 , 687 , 550 , 589 , 666 ," 4,957 ", 553 , 656 ," 8,979 ", 466 ," 12,792 ", 467 ," 9,927 "," 14,512 "," 6,034 "," 12,982 "," 28,066 "," 23,461 "," 10,573 "," 52,824 "," 26,338 "," 35,536 "," 56,112 "," 85,690 "," 56,258 "," 34,770 "," 35,655 "," 78,679 "," 179,497 "," 286,050 "," 169,692 "," 126,599 "
B.3.5. Clays and kaolin,,,, 779 ," 1,197 "," 1,746 "," 1,461 "," 1,465 "," 1,611 "," 2,500 "," 1,423 "," 1,909 "," 2,846 "," 1,505 "," 1,661 "," 1,802 "," 2,308 "," 3,007 "," 2,523 "," 2,802 "," 2,574 "," 4,228 "," 2,818 "," 3,482 "," 3,901 "," 3,215 "," 3,726 "," 4,123 "," 5,445 "," 5,540 "," 4,286 "," 4,092 "," 5,404 "," 4,495 "," 4,192 "," 4,430 "," 4,052 "," 5,795 "," 7,312 "," 8,735 "," 6,752 "," 8,028 "," 9,843 "," 8,465 "," 9,200 "," 10,447 "," 18,552 "," 28,170 "," 20,410 "," 12,348 "
B.3.6. Chemical and fertilizer minerals ,,,," 23,285 "," 23,554 "," 28,398 "," 31,083 "," 26,649 "," 29,592 "," 39,872 "," 35,031 "," 31,343 "," 41,411 "," 52,531 "," 34,697 "," 32,832 "," 37,126 "," 39,843 "," 43,278 "," 38,155 "," 43,088 "," 41,397 "," 51,712 "," 42,959 "," 46,618 "," 38,249 "," 23,581 "," 24,501 "," 20,456 "," 21,864 "," 22,685 "," 21,832 "," 28,815 "," 26,651 "," 19,803 "," 19,038 "," 23,462 "," 21,612 "," 17,044 "," 29,126 "," 28,487 "," 36,657 "," 40,538 "," 44,862 "," 37,254 "," 60,068 "," 42,481 "," 57,130 "," 61,370 "," 67,022 "
B.3.7. Salt,,,," 57,259 "," 54,911 "," 53,231 "," 52,059 "," 43,948 "," 43,189 "," 57,230 "," 47,770 "," 42,928 "," 52,017 "," 48,098 "," 35,792 "," 67,051 "," 56,829 "," 35,930 "," 48,912 "," 56,997 "," 49,242 "," 105,555 "," 77,810 "," 69,699 "," 80,733 "," 48,797 "," 71,526 "," 83,525 "," 103,442 "," 67,923 "," 130,608 "," 90,765 "," 68,650 "," 62,873 "," 57,010 "," 89,068 "," 95,194 "," 90,996 "," 87,194 "," 94,408 "," 88,912 "," 104,726 "," 95,441 "," 87,535 "," 97,642 "," 88,689 "," 108,821 "," 96,212 "," 100,169 "," 113,142 "
B.3.8. Other mining and quarrying products n.e.c.,,,," 9,021 "," 7,652 "," 6,667 "," 13,469 "," 18,977 "," 25,328 "," 42,278 "," 46,363 "," 20,519 "," 22,639 "," 29,025 "," 44,315 "," 50,967 "," 93,907 "," 38,537 "," 40,229 "," 28,176 "," 58,863 "," 70,805 "," 96,286 "," 97,618 "," 106,560 "," 117,517 "," 160,136 "," 150,137 "," 102,438 "," 134,868 "," 123,722 "," 137,779 "," 123,601 "," 105,521 "," 134,117 "," 152,143 "," 130,725 "," 147,549 "," 122,756 "," 167,461 "," 145,420 "," 251,977 "," 229,847 "," 232,408 "," 287,059 "," 331,514 "," 367,801 "," 453,333 "," 471,799 "," 351,008 "
"B.3.9. Excavated soil, only if used (e.g. for construction work)",,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
B.3.10. Products mainly from non-metalic minerals,,,," 3,867 "," 3,590 "," 3,696 "," 3,939 "," 4,778 "," 4,093 "," 3,652 "," 3,574 "," 3,948 "," 5,077 "," 4,741 "," 6,079 "," 6,732 "," 5,106 "," 5,755 "," 6,196 "," 6,847 "," 6,794 "," 7,147 "," 6,969 "," 8,019 "," 6,148 "," 7,589 "," 8,045 "," 6,512 "," 7,234 "," 7,480 "," 9,285 "," 7,240 "," 8,540 "," 8,118 "," 6,999 "," 7,096 "," 6,327 "," 6,328 "," 6,842 "," 7,404 "," 8,766 "," 9,299 "," 9,491 "," 8,800 "," 10,428 "," 10,749 "," 12,011 "," 13,285 "," 14,379 "," 12,270 "
"B.4. Fossil energy carriers, primary and processed",,,," 391,840 "," 438,148 "," 436,888 "," 491,334 "," 513,243 "," 508,462 "," 561,307 "," 470,511 "," 532,841 "," 552,558 "," 545,725 "," 688,708 "," 645,648 "," 575,180 "," 571,683 "," 643,007 "," 626,894 "," 686,579 "," 619,204 "," 621,515 "," 585,734 "," 571,231 "," 605,261 "," 658,640 "," 684,747 "," 726,220 "," 692,889 "," 773,289 "," 841,898 "," 732,944 "," 821,988 "," 807,347 "," 857,683 "," 854,017 "," 922,539 "," 930,197 "," 1,002,390 "," 1,038,394 "," 1,122,266 "," 1,036,617 "," 1,062,338 "," 1,029,316 "," 1,173,642 "," 1,169,657 "," 1,194,432 "," 1,299,234 "," 1,177,742 "
B.4.1. Brown coal incl. oil shale and tar sands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.4.2. Hard coal,,,," 16,000 "," 11,000 "," 10,000 "," 9,000 "," 6,000 "," 5,000 "," 5,000 "," 2,000 "," 1,000 "," 1,000 "," 1,000 "," 1,000 ", 225 , 322 , 314 , 317 , 276 ," 22,000 "," 28,000 "," 50,000 "," 49,000 "," 69,000 "," 96,000 "," 103,000 "," 114,000 "," 92,000 "," 94,000 "," 98,000 "," 95,000 "," 97,000 "," 68,000 "," 68,000 "," 102,000 "," 83,000 "," 97,000 "," 85,000 "," 100,000 "," 87,000 "," 148,000 "," 140,000 "," 146,000 "," 138,000 "," 156,000 "," 150,000 "," 134,000 "," 172,000 "," 130,000 "
B.4.3. Petroleum,,,," 373,000 "," 424,000 "," 423,000 "," 478,000 "," 502,000 "," 498,000 "," 551,000 "," 462,000 "," 525,000 "," 544,000 "," 536,000 "," 678,000 "," 634,000 "," 565,000 "," 560,000 "," 630,000 "," 613,000 "," 649,000 "," 576,000 "," 557,000 "," 522,000 "," 488,000 "," 493,000 "," 537,000 "," 551,000 "," 612,000 "," 579,000 "," 658,000 "," 729,000 "," 619,000 "," 738,000 "," 723,000 "," 737,000 "," 752,000 "," 803,000 "," 822,000 "," 878,000 "," 928,000 "," 949,000 "," 871,000 "," 891,000 "," 864,000 "," 986,000 "," 983,000 "," 1,028,000 "," 1,096,000 "," 1,023,000 "
B.4.4. Natural gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.4.5. Peat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.4.6. Products mainly from fossil energy carriers,,,," 2,840 "," 3,148 "," 3,888 "," 4,334 "," 5,243 "," 5,462 "," 5,307 "," 6,511 "," 6,841 "," 7,558 "," 8,725 "," 9,708 "," 11,423 "," 9,858 "," 11,369 "," 12,691 "," 13,618 "," 15,579 "," 15,204 "," 14,515 "," 14,734 "," 14,231 "," 16,261 "," 18,640 "," 19,747 "," 22,220 "," 19,889 "," 17,289 "," 17,898 "," 16,944 "," 15,988 "," 16,347 "," 18,683 "," 19,017 "," 22,539 "," 23,197 "," 24,390 "," 23,394 "," 25,266 "," 25,617 "," 25,338 "," 27,316 "," 31,642 "," 36,657 "," 32,432 "," 31,234 "," 24,742 "
B.5. Other products,,,," 13,307 "," 11,545 "," 11,539 "," 13,038 "," 14,549 "," 13,397 "," 11,597 "," 10,272 "," 11,391 "," 12,902 "," 13,690 "," 15,907 "," 18,424 "," 15,274 "," 16,486 "," 19,411 "," 21,940 "," 21,574 "," 23,428 "," 30,438 "," 27,415 "," 25,224 "," 26,965 "," 31,174 "," 33,515 "," 43,136 "," 42,253 "," 41,597 "," 42,568 "," 47,462 "," 46,268 "," 43,883 "," 45,407 "," 45,611 "," 51,619 "," 55,746 "," 60,714 "," 67,002 "," 73,196 "," 71,663 "," 68,241 "," 77,533 "," 88,608 "," 109,369 "," 114,778 "," 128,784 "," 107,409 "
B.6. Waste imported for final treatment and disposal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.1. Biomass and biomass products,,,," 374,200 "," 409,776 "," 426,249 "," 469,563 "," 517,424 "," 401,702 "," 304,147 "," 349,410 "," 324,022 "," 281,593 "," 291,372 "," 334,148 "," 313,976 "," 380,412 "," 341,156 "," 410,975 "," 500,750 "," 579,442 "," 565,483 "," 508,454 "," 377,687 "," 345,773 "," 499,082 "," 712,341 "," 734,253 "," 664,249 "," 712,323 "," 675,606 "," 632,289 "," 482,245 "," 579,958 "," 647,587 "," 655,257 "," 629,248 "," 794,977 "," 802,689 "," 726,994 "," 702,116 "," 740,285 "," 791,281 "," 814,175 "," 818,880 "," 838,015 "," 768,701 "," 680,106 "," 641,591 "," 726,867 "
D.1.1. primary crops,,,, 324 , 13 , 141 , 150 , 104 , 47 , 30 , 8 , 10 , 12 , 25 , 11 , 1 , 3 , 3 , 17 , 2 , 3 , 5 , 34 , 26 , 27 , 13 , 11 , 13 , 873 , 18 , 24 , 64 , 447 , 135 , 128 , 944 ," 2,650 ", 366 , 533 , 752 , 817 , 373 , 345 , 387 , 399 , 476 , 343 , 229 , 392 , 338 
"D.1.1.1. Cereals, primary and processed",,,, 24 , 12 , 5 , 2 , 3 , 2 , 2 , 2 , 3 , 6 , 5 , 5 , -   , -   , -   , 4 , 2 , 3 , 2 , 2 , 12 , 13 , 8 , 6 , 9 , 8 , 1 , 5 , 21 , 3 , 10 , 15 , 713 ," 1,409 ", 43 , 20 , 87 , 10 , 38 , 119 , 106 , 140 , 189 , 123 , 96 , 163 , 24 
"D.1.1.2. Roots and tubers, primary and processed",,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"D.1.1.3. Sugar crops, primary and processed",,,, -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 2 , -   , 13 , 12 , 3 , -   , 4 , 4 , 7 , 12 , 24 , 30 , 40 , 23 , 54 , 67 , 77 , 62 , 70 , 97 , 84 , 52 , 67 , 64 , 68 , 52 , 79 , 82 , 100 
"D.1.1.4. Pulses, primary and processed",,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"D.1.1.5. Nuts, primary and processed",,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
